Entity,Code,Date,"Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned) Annotations"
Cote d'Ivoire,CIV,8/7/2020,67,
Cote d'Ivoire,CIV,8/8/2020,68.14286,
Cote d'Ivoire,CIV,8/9/2020,73,
Cote d'Ivoire,CIV,8/10/2020,76.14286,
Cote d'Ivoire,CIV,8/11/2020,82.57143,
Cote d'Ivoire,CIV,8/12/2020,79.14286,
Cote d'Ivoire,CIV,8/13/2020,71.14286,
Cote d'Ivoire,CIV,8/14/2020,63.14286,
Cote d'Ivoire,CIV,8/15/2020,58.71429,
Cote d'Ivoire,CIV,8/16/2020,53.28571,
Cote d'Ivoire,CIV,8/17/2020,44.42857,
Cote d'Ivoire,CIV,8/18/2020,32.57143,
Cote d'Ivoire,CIV,8/19/2020,43.28571,
Cote d'Ivoire,CIV,8/20/2020,55,
Cote d'Ivoire,CIV,8/21/2020,51.42857,
Cote d'Ivoire,CIV,8/22/2020,53.57143,
Cote d'Ivoire,CIV,8/23/2020,54.42857,
Cote d'Ivoire,CIV,8/24/2020,63.57143,
Cote d'Ivoire,CIV,8/25/2020,68.57143,
Cote d'Ivoire,CIV,8/26/2020,58.85714,
Cote d'Ivoire,CIV,8/27/2020,53,
Cote d'Ivoire,CIV,8/28/2020,64.71429,
Cote d'Ivoire,CIV,8/29/2020,69.57143,
Cote d'Ivoire,CIV,8/30/2020,74.14286,
Cote d'Ivoire,CIV,8/31/2020,68.14286,
Cote d'Ivoire,CIV,9/1/2020,80.14286,
Cote d'Ivoire,CIV,9/2/2020,77.28571,
Cote d'Ivoire,CIV,9/3/2020,79.71429,
Cote d'Ivoire,CIV,9/4/2020,72.28571,
Cote d'Ivoire,CIV,9/5/2020,67.42857,
Cote d'Ivoire,CIV,9/6/2020,82.71429,
Cote d'Ivoire,CIV,9/7/2020,91.42857,
Cote d'Ivoire,CIV,9/8/2020,90.57143,
Cote d'Ivoire,CIV,9/9/2020,96.42857,
Cote d'Ivoire,CIV,9/10/2020,93.42857,
Cote d'Ivoire,CIV,9/11/2020,94.42857,
Cote d'Ivoire,CIV,9/12/2020,92.42857,
Cote d'Ivoire,CIV,9/13/2020,73.57143,
Cote d'Ivoire,CIV,9/14/2020,60.71429,
Cote d'Ivoire,CIV,9/15/2020,52.14286,
Cote d'Ivoire,CIV,9/16/2020,46,
Cote d'Ivoire,CIV,9/17/2020,45.28571,
Cote d'Ivoire,CIV,9/18/2020,41.28571,
Cote d'Ivoire,CIV,9/19/2020,40.57143,
Cote d'Ivoire,CIV,9/20/2020,40.28571,
Cote d'Ivoire,CIV,9/21/2020,43.85714,
Cote d'Ivoire,CIV,9/22/2020,37.28571,
Cote d'Ivoire,CIV,9/23/2020,34.71429,
Cote d'Ivoire,CIV,9/24/2020,42.57143,
Cote d'Ivoire,CIV,9/25/2020,49,
Cote d'Ivoire,CIV,9/26/2020,50.85714,
Cote d'Ivoire,CIV,9/27/2020,47.28571,
Cote d'Ivoire,CIV,9/28/2020,44.14286,
Cote d'Ivoire,CIV,9/29/2020,44.85714,
Cote d'Ivoire,CIV,9/30/2020,46.57143,
Cote d'Ivoire,CIV,10/1/2020,42,
Cote d'Ivoire,CIV,10/2/2020,36.28571,
Cote d'Ivoire,CIV,10/3/2020,33.85714,
Cote d'Ivoire,CIV,10/4/2020,35.57143,
Cote d'Ivoire,CIV,10/5/2020,36.14286,
Cote d'Ivoire,CIV,10/6/2020,34.85714,
Cote d'Ivoire,CIV,10/7/2020,33.42857,
Cote d'Ivoire,CIV,10/8/2020,30.14286,
Cote d'Ivoire,CIV,10/9/2020,32.42857,
Cote d'Ivoire,CIV,10/10/2020,34.71429,
Cote d'Ivoire,CIV,10/11/2020,39.85714,
Cote d'Ivoire,CIV,10/12/2020,38.85714,
Cote d'Ivoire,CIV,10/13/2020,38.57143,
Cote d'Ivoire,CIV,10/14/2020,40,
Cote d'Ivoire,CIV,10/15/2020,40.28571,
Cote d'Ivoire,CIV,10/16/2020,39.28571,
Cote d'Ivoire,CIV,10/17/2020,34.14286,
Cote d'Ivoire,CIV,10/18/2020,24.71429,
Cote d'Ivoire,CIV,10/19/2020,24.14286,
Cote d'Ivoire,CIV,10/20/2020,24.14286,
Cote d'Ivoire,CIV,10/21/2020,22.71429,
Cote d'Ivoire,CIV,10/22/2020,20.85714,
Cote d'Ivoire,CIV,10/23/2020,19,
Cote d'Ivoire,CIV,10/24/2020,18.57143,
Cote d'Ivoire,CIV,10/25/2020,18.28571,
Cote d'Ivoire,CIV,10/26/2020,21,
Cote d'Ivoire,CIV,10/27/2020,23.14286,
Cote d'Ivoire,CIV,10/28/2020,20.85714,
Cote d'Ivoire,CIV,10/29/2020,27.42857,
Cote d'Ivoire,CIV,10/30/2020,34,
Cote d'Ivoire,CIV,10/31/2020,41,
Cote d'Ivoire,CIV,11/1/2020,41,
Cote d'Ivoire,CIV,11/2/2020,35.14286,
Cote d'Ivoire,CIV,11/3/2020,38.14286,
Cote d'Ivoire,CIV,11/4/2020,39.57143,
Cote d'Ivoire,CIV,11/5/2020,31.85714,
Cote d'Ivoire,CIV,11/6/2020,23,
Cote d'Ivoire,CIV,11/7/2020,15.57143,
Cote d'Ivoire,CIV,11/8/2020,13.85714,
Cote d'Ivoire,CIV,11/9/2020,16.57143,
Cote d'Ivoire,CIV,11/10/2020,11.71429,
Cote d'Ivoire,CIV,11/11/2020,11.71429,
Cote d'Ivoire,CIV,11/12/2020,11,
Croatia,HRV,1/2/2020,0,
Croatia,HRV,1/3/2020,0,
Croatia,HRV,1/4/2020,0,
Croatia,HRV,1/5/2020,0,
Croatia,HRV,1/6/2020,0,
Croatia,HRV,1/7/2020,0,
Croatia,HRV,1/8/2020,0,
Croatia,HRV,1/9/2020,0,
Croatia,HRV,1/10/2020,0,
Croatia,HRV,1/11/2020,0,
Croatia,HRV,1/12/2020,0,
Croatia,HRV,1/13/2020,0,
Croatia,HRV,1/14/2020,0,
Croatia,HRV,1/15/2020,0,
Croatia,HRV,1/16/2020,0,
Croatia,HRV,1/17/2020,0,
Croatia,HRV,1/18/2020,0,
Croatia,HRV,1/19/2020,0,
Croatia,HRV,1/20/2020,0,
Croatia,HRV,1/21/2020,0,
Croatia,HRV,1/22/2020,0,
Croatia,HRV,1/23/2020,0,
Croatia,HRV,1/24/2020,0,
Croatia,HRV,1/25/2020,0,
Croatia,HRV,1/26/2020,0,
Croatia,HRV,1/27/2020,0,
Croatia,HRV,1/28/2020,0,
Croatia,HRV,1/29/2020,0,
Croatia,HRV,1/30/2020,0,
Croatia,HRV,1/31/2020,0,
Croatia,HRV,2/1/2020,0,
Croatia,HRV,2/2/2020,0,
Croatia,HRV,2/3/2020,0,
Croatia,HRV,2/4/2020,0,
Croatia,HRV,2/5/2020,0,
Croatia,HRV,2/6/2020,0,
Croatia,HRV,2/7/2020,0,
Croatia,HRV,2/8/2020,0,
Croatia,HRV,2/9/2020,0,
Croatia,HRV,2/10/2020,0,
Croatia,HRV,2/11/2020,0,
Croatia,HRV,2/12/2020,0,
Croatia,HRV,2/13/2020,0,
Croatia,HRV,2/14/2020,0,
Croatia,HRV,2/15/2020,0,
Croatia,HRV,2/16/2020,0,
Croatia,HRV,2/17/2020,0,
Croatia,HRV,2/18/2020,0,
Croatia,HRV,2/19/2020,0,
Croatia,HRV,2/20/2020,0,
Croatia,HRV,2/21/2020,0,
Croatia,HRV,2/22/2020,0,
Croatia,HRV,2/23/2020,0,
Croatia,HRV,2/24/2020,0,
Croatia,HRV,2/25/2020,0,
Croatia,HRV,2/26/2020,0.14286,
Croatia,HRV,2/27/2020,0.28571,
Croatia,HRV,2/28/2020,0.42857,
Croatia,HRV,2/29/2020,0.71429,
Croatia,HRV,3/1/2020,0.71429,
Croatia,HRV,3/2/2020,1,
Croatia,HRV,3/3/2020,1.14286,
Croatia,HRV,3/4/2020,1.14286,
Croatia,HRV,3/5/2020,1.16667,
Croatia,HRV,3/6/2020,1.16667,
Croatia,HRV,3/7/2020,1,
Croatia,HRV,3/8/2020,1.16667,
Croatia,HRV,3/9/2020,1,
Croatia,HRV,3/10/2020,1,
Croatia,HRV,3/11/2020,1,
Croatia,HRV,3/12/2020,1.4,
Croatia,HRV,3/13/2020,3,
Croatia,HRV,3/14/2020,4,
Croatia,HRV,3/15/2020,5,
Croatia,HRV,3/16/2020,6,
Croatia,HRV,3/17/2020,6.28571,
Croatia,HRV,3/18/2020,8,
Croatia,HRV,3/19/2020,9.28571,
Croatia,HRV,3/20/2020,11.28571,
Croatia,HRV,3/21/2020,13.57143,
Croatia,HRV,3/22/2020,24.14286,
Croatia,HRV,3/23/2020,26.71429,
Croatia,HRV,3/24/2020,35.71429,
Croatia,HRV,3/25/2020,44.71429,
Croatia,HRV,3/26/2020,48.14286,
Croatia,HRV,3/27/2020,55.85714,
Croatia,HRV,3/28/2020,65.71429,
Croatia,HRV,3/29/2020,64.42857,
Croatia,HRV,3/30/2020,68.28571,
Croatia,HRV,3/31/2020,69.14286,
Croatia,HRV,4/1/2020,69.28571,
Croatia,HRV,4/2/2020,77.85714,
Croatia,HRV,4/3/2020,73.71429,
Croatia,HRV,4/4/2020,70.42857,
Croatia,HRV,4/5/2020,67,
Croatia,HRV,4/6/2020,67,
Croatia,HRV,4/7/2020,61.71429,
Croatia,HRV,4/8/2020,59.28571,
Croatia,HRV,4/9/2020,54.28571,
Croatia,HRV,4/10/2020,56.57143,
Croatia,HRV,4/11/2020,59.42857,
Croatia,HRV,4/12/2020,58.28571,
Croatia,HRV,4/13/2020,59.71429,
Croatia,HRV,4/14/2020,61.14286,
Croatia,HRV,4/15/2020,60.28571,
Croatia,HRV,4/16/2020,56.85714,
Croatia,HRV,4/17/2020,54.85714,
Croatia,HRV,4/18/2020,45.57143,
Croatia,HRV,4/19/2020,42.57143,
Croatia,HRV,4/20/2020,38.71429,
Croatia,HRV,4/21/2020,33,
Croatia,HRV,4/22/2020,29.14286,
Croatia,HRV,4/23/2020,29.85714,
Croatia,HRV,4/24/2020,27.14286,
Croatia,HRV,4/25/2020,27.85714,
Croatia,HRV,4/26/2020,26.28571,
Croatia,HRV,4/27/2020,22.71429,
Croatia,HRV,4/28/2020,22.57143,
Croatia,HRV,4/29/2020,19.85714,
Croatia,HRV,4/30/2020,16,
Croatia,HRV,5/1/2020,13.57143,
Croatia,HRV,5/2/2020,10.85714,
Croatia,HRV,5/3/2020,10.28571,
Croatia,HRV,5/4/2020,9.42857,
Croatia,HRV,5/5/2020,8.85714,
Croatia,HRV,5/6/2020,9.28571,
Croatia,HRV,5/7/2020,8.14286,
Croatia,HRV,5/8/2020,7,
Croatia,HRV,5/9/2020,10.85714,
Croatia,HRV,5/10/2020,12.57143,
Croatia,HRV,5/11/2020,13,
Croatia,HRV,5/12/2020,13.57143,
Croatia,HRV,5/13/2020,13.57143,
Croatia,HRV,5/14/2020,13.42857,
Croatia,HRV,5/15/2020,13.71429,
Croatia,HRV,5/16/2020,8.71429,
Croatia,HRV,5/17/2020,6.85714,
Croatia,HRV,5/18/2020,5.57143,
Croatia,HRV,5/19/2020,4.57143,
Croatia,HRV,5/20/2020,3.57143,
Croatia,HRV,5/21/2020,3,
Croatia,HRV,5/22/2020,2.28571,
Croatia,HRV,5/23/2020,3,
Croatia,HRV,5/24/2020,2.71429,
Croatia,HRV,5/25/2020,2.57143,
Croatia,HRV,5/26/2020,2.28571,
Croatia,HRV,5/27/2020,1.71429,
Croatia,HRV,5/28/2020,1.42857,
Croatia,HRV,5/29/2020,1.14286,
Croatia,HRV,5/30/2020,0.28571,
Croatia,HRV,5/31/2020,0.42857,
Croatia,HRV,6/1/2020,0.28571,
Croatia,HRV,6/2/2020,0.28571,
Croatia,HRV,6/3/2020,0.28571,
Croatia,HRV,6/4/2020,0.28571,
Croatia,HRV,6/5/2020,0.28571,
Croatia,HRV,6/6/2020,0.28571,
Croatia,HRV,6/7/2020,0.14286,
Croatia,HRV,6/8/2020,0.14286,
Croatia,HRV,6/9/2020,0.14286,
Croatia,HRV,6/10/2020,0.14286,
Croatia,HRV,6/11/2020,0.42857,
Croatia,HRV,6/12/2020,0.28571,
Croatia,HRV,6/13/2020,0.28571,
Croatia,HRV,6/14/2020,0.57143,
Croatia,HRV,6/15/2020,0.71429,
Croatia,HRV,6/16/2020,1,
Croatia,HRV,6/17/2020,1.14286,
Croatia,HRV,6/18/2020,1.28571,
Croatia,HRV,6/19/2020,2.85714,
Croatia,HRV,6/20/2020,4.42857,
Croatia,HRV,6/21/2020,6.85714,
Croatia,HRV,6/22/2020,9.28571,
Croatia,HRV,6/23/2020,11.71429,
Croatia,HRV,6/24/2020,15.85714,
Croatia,HRV,6/25/2020,18.57143,
Croatia,HRV,6/26/2020,30.57143,
Croatia,HRV,6/27/2020,37,
Croatia,HRV,6/28/2020,46.42857,
Croatia,HRV,6/29/2020,53.42857,
Croatia,HRV,6/30/2020,55.57143,
Croatia,HRV,7/1/2020,58.71429,
Croatia,HRV,7/2/2020,63.28571,
Croatia,HRV,7/3/2020,61.28571,
Croatia,HRV,7/4/2020,67,
Croatia,HRV,7/5/2020,67.14286,
Croatia,HRV,7/6/2020,65.71429,
Croatia,HRV,7/7/2020,70.71429,
Croatia,HRV,7/8/2020,70.71429,
Croatia,HRV,7/9/2020,70.57143,
Croatia,HRV,7/10/2020,72,
Croatia,HRV,7/11/2020,74.85714,
Croatia,HRV,7/12/2020,82.57143,
Croatia,HRV,7/13/2020,81.57143,
Croatia,HRV,7/14/2020,79.28571,
Croatia,HRV,7/15/2020,79.28571,
Croatia,HRV,7/16/2020,89.71429,
Croatia,HRV,7/17/2020,89,
Croatia,HRV,7/18/2020,86.42857,
Croatia,HRV,7/19/2020,80.42857,
Croatia,HRV,7/20/2020,90.28571,
Croatia,HRV,7/21/2020,85,
Croatia,HRV,7/22/2020,85,
Croatia,HRV,7/23/2020,82.42857,
Croatia,HRV,7/24/2020,85,
Croatia,HRV,7/25/2020,82.57143,
Croatia,HRV,7/26/2020,79.57143,
Croatia,HRV,7/27/2020,71.85714,
Croatia,HRV,7/28/2020,73,
Croatia,HRV,7/29/2020,71.57143,
Croatia,HRV,7/30/2020,66.14286,
Croatia,HRV,7/31/2020,62.42857,
Croatia,HRV,8/1/2020,60.42857,
Croatia,HRV,8/2/2020,61.71429,
Croatia,HRV,8/3/2020,57.57143,
Croatia,HRV,8/4/2020,59.28571,
Croatia,HRV,8/5/2020,56.42857,
Croatia,HRV,8/6/2020,54.71429,
Croatia,HRV,8/7/2020,47.57143,
Croatia,HRV,8/8/2020,46.85714,
Croatia,HRV,8/9/2020,45.57143,
Croatia,HRV,8/10/2020,49.14286,
Croatia,HRV,8/11/2020,50.42857,
Croatia,HRV,8/12/2020,60.28571,
Croatia,HRV,8/13/2020,70.57143,
Croatia,HRV,8/14/2020,92.28571,
Croatia,HRV,8/15/2020,113.14286,
Croatia,HRV,8/16/2020,125.28571,
Croatia,HRV,8/17/2020,138.14286,
Croatia,HRV,8/18/2020,143.85714,
Croatia,HRV,8/19/2020,159.28571,
Croatia,HRV,8/20/2020,172,
Croatia,HRV,8/21/2020,182.71429,
Croatia,HRV,8/22/2020,190.85714,
Croatia,HRV,8/23/2020,211.42857,
Croatia,HRV,8/24/2020,229.14286,
Croatia,HRV,8/25/2020,236.42857,
Croatia,HRV,8/26/2020,239.28571,
Croatia,HRV,8/27/2020,259.14286,
Croatia,HRV,8/28/2020,266.14286,
Croatia,HRV,8/29/2020,279.28571,
Croatia,HRV,8/30/2020,280.14286,
Croatia,HRV,8/31/2020,278.28571,
Croatia,HRV,9/1/2020,279.71429,
Croatia,HRV,9/2/2020,269.14286,
Croatia,HRV,9/3/2020,262.42857,
Croatia,HRV,9/4/2020,271.71429,
Croatia,HRV,9/5/2020,268.42857,
Croatia,HRV,9/6/2020,268.28571,
Croatia,HRV,9/7/2020,263,
Croatia,HRV,9/8/2020,258.85714,
Croatia,HRV,9/9/2020,267.28571,
Croatia,HRV,9/10/2020,271.57143,
Croatia,HRV,9/11/2020,260.42857,
Croatia,HRV,9/12/2020,239.85714,
Croatia,HRV,9/13/2020,232.71429,
Croatia,HRV,9/14/2020,224.14286,
Croatia,HRV,9/15/2020,216.71429,
Croatia,HRV,9/16/2020,209.14286,
Croatia,HRV,9/17/2020,200.42857,
Croatia,HRV,9/18/2020,194.57143,
Croatia,HRV,9/19/2020,200.85714,
Croatia,HRV,9/20/2020,193.85714,
Croatia,HRV,9/21/2020,198.42857,
Croatia,HRV,9/22/2020,199.14286,
Croatia,HRV,9/23/2020,198.14286,
Croatia,HRV,9/24/2020,187.28571,
Croatia,HRV,9/25/2020,184.71429,
Croatia,HRV,9/26/2020,183.14286,
Croatia,HRV,9/27/2020,183.14286,
Croatia,HRV,9/28/2020,182.14286,
Croatia,HRV,9/29/2020,179,
Croatia,HRV,9/30/2020,177.71429,
Croatia,HRV,10/1/2020,179,
Croatia,HRV,10/2/2020,179.28571,
Croatia,HRV,10/3/2020,195,
Croatia,HRV,10/4/2020,199.14286,
Croatia,HRV,10/5/2020,208.85714,
Croatia,HRV,10/6/2020,221.71429,
Croatia,HRV,10/7/2020,243.42857,
Croatia,HRV,10/8/2020,264.85714,
Croatia,HRV,10/9/2020,308.85714,
Croatia,HRV,10/10/2020,326.57143,
Croatia,HRV,10/11/2020,361.57143,
Croatia,HRV,10/12/2020,397.28571,
Croatia,HRV,10/13/2020,403.42857,
Croatia,HRV,10/14/2020,415.57143,
Croatia,HRV,10/15/2020,470.57143,
Croatia,HRV,10/16/2020,506.42857,
Croatia,HRV,10/17/2020,602.71429,
Croatia,HRV,10/18/2020,689.85714,
Croatia,HRV,10/19/2020,734.28571,
Croatia,HRV,10/20/2020,764.57143,
Croatia,HRV,10/21/2020,838.57143,
Croatia,HRV,10/22/2020,935.14286,
Croatia,HRV,10/23/2020,1045.14286,
Croatia,HRV,10/24/2020,1150.28571,
Croatia,HRV,10/25/2020,1314,
Croatia,HRV,10/26/2020,1542.85714,
Croatia,HRV,10/27/2020,1605,
Croatia,HRV,10/28/2020,1679.71429,
Croatia,HRV,10/29/2020,1816,
Croatia,HRV,10/30/2020,1989.28571,
Croatia,HRV,10/31/2020,2118.57143,
Croatia,HRV,11/1/2020,2193.85714,
Croatia,HRV,11/2/2020,2159.28571,
Croatia,HRV,11/3/2020,2207.42857,
Croatia,HRV,11/4/2020,2209.42857,
Croatia,HRV,11/5/2020,2224,
Croatia,HRV,11/6/2020,2234.28571,
Croatia,HRV,11/7/2020,2251.14286,
Croatia,HRV,11/8/2020,2198.28571,
Croatia,HRV,11/9/2020,2250.28571,
Croatia,HRV,11/10/2020,2302.28571,
Croatia,HRV,11/11/2020,2308,
Croatia,HRV,11/12/2020,2324.71429,
Cuba,CUB,3/15/2020,1.33333,
Cuba,CUB,3/16/2020,1.33333,
Cuba,CUB,3/17/2020,1.33333,
Cuba,CUB,3/18/2020,1.75,
Cuba,CUB,3/19/2020,2,
Cuba,CUB,3/20/2020,2.6,
Cuba,CUB,3/21/2020,3.4,
Cuba,CUB,3/22/2020,4.2,
Cuba,CUB,3/23/2020,5.16667,
Cuba,CUB,3/24/2020,5.14286,
Cuba,CUB,3/25/2020,5.85714,
Cuba,CUB,3/26/2020,6.57143,
Cuba,CUB,3/27/2020,7.28571,
Cuba,CUB,3/28/2020,8.42857,
Cuba,CUB,3/29/2020,13.42857,
Cuba,CUB,3/30/2020,14.85714,
Cuba,CUB,3/31/2020,18.57143,
Cuba,CUB,4/1/2020,19.71429,
Cuba,CUB,4/2/2020,22.14286,
Cuba,CUB,4/3/2020,23.71429,
Cuba,CUB,4/4/2020,27,
Cuba,CUB,4/5/2020,24.14286,
Cuba,CUB,4/6/2020,25.85714,
Cuba,CUB,4/7/2020,25.71429,
Cuba,CUB,4/8/2020,30,
Cuba,CUB,4/9/2020,35,
Cuba,CUB,4/10/2020,40.28571,
Cuba,CUB,4/11/2020,42.14286,
Cuba,CUB,4/12/2020,47.42857,
Cuba,CUB,4/13/2020,49.85714,
Cuba,CUB,4/14/2020,53.71429,
Cuba,CUB,4/15/2020,52.85714,
Cuba,CUB,4/16/2020,51,
Cuba,CUB,4/17/2020,49.57143,
Cuba,CUB,4/18/2020,51.28571,
Cuba,CUB,4/19/2020,52.28571,
Cuba,CUB,4/20/2020,52.28571,
Cuba,CUB,4/21/2020,51.57143,
Cuba,CUB,4/22/2020,53,
Cuba,CUB,4/23/2020,53.57143,
Cuba,CUB,4/24/2020,53.28571,
Cuba,CUB,4/25/2020,51.71429,
Cuba,CUB,4/26/2020,50.14286,
Cuba,CUB,4/27/2020,47.71429,
Cuba,CUB,4/28/2020,43.14286,
Cuba,CUB,4/29/2020,42.85714,
Cuba,CUB,4/30/2020,39.71429,
Cuba,CUB,5/1/2020,38,
Cuba,CUB,5/2/2020,36,
Cuba,CUB,5/3/2020,39.14286,
Cuba,CUB,5/4/2020,40,
Cuba,CUB,5/5/2020,39.85714,
Cuba,CUB,5/6/2020,35.42857,
Cuba,CUB,5/7/2020,33.71429,
Cuba,CUB,5/8/2020,32.57143,
Cuba,CUB,5/9/2020,29.14286,
Cuba,CUB,5/10/2020,20.42857,
Cuba,CUB,5/11/2020,16.71429,
Cuba,CUB,5/12/2020,16.42857,
Cuba,CUB,5/13/2020,17,
Cuba,CUB,5/14/2020,15.28571,
Cuba,CUB,5/15/2020,14.42857,
Cuba,CUB,5/16/2020,14.14286,
Cuba,CUB,5/17/2020,15.42857,
Cuba,CUB,5/18/2020,15.14286,
Cuba,CUB,5/19/2020,14,
Cuba,CUB,5/20/2020,11.85714,
Cuba,CUB,5/21/2020,12.85714,
Cuba,CUB,5/22/2020,11.14286,
Cuba,CUB,5/23/2020,10.85714,
Cuba,CUB,5/24/2020,9.85714,
Cuba,CUB,5/25/2020,9.85714,
Cuba,CUB,5/26/2020,9.42857,
Cuba,CUB,5/27/2020,10.85714,
Cuba,CUB,5/28/2020,10.57143,
Cuba,CUB,5/29/2020,10.71429,
Cuba,CUB,5/30/2020,12.71429,
Cuba,CUB,5/31/2020,13.42857,
Cuba,CUB,6/1/2020,14.85714,
Cuba,CUB,6/2/2020,19.42857,
Cuba,CUB,6/3/2020,18.42857,
Cuba,CUB,6/4/2020,19,
Cuba,CUB,6/5/2020,19.42857,
Cuba,CUB,6/6/2020,18.28571,
Cuba,CUB,6/7/2020,21.14286,
Cuba,CUB,6/8/2020,20.85714,
Cuba,CUB,6/9/2020,16.71429,
Cuba,CUB,6/10/2020,16.14286,
Cuba,CUB,6/11/2020,14.85714,
Cuba,CUB,6/12/2020,14.28571,
Cuba,CUB,6/13/2020,14.28571,
Cuba,CUB,6/14/2020,9.28571,
Cuba,CUB,6/15/2020,8.14286,
Cuba,CUB,6/16/2020,8.85714,
Cuba,CUB,6/17/2020,9.71429,
Cuba,CUB,6/18/2020,9.85714,
Cuba,CUB,6/19/2020,10.85714,
Cuba,CUB,6/20/2020,10.28571,
Cuba,CUB,6/21/2020,10.14286,
Cuba,CUB,6/22/2020,9.14286,
Cuba,CUB,6/23/2020,7.57143,
Cuba,CUB,6/24/2020,6.42857,
Cuba,CUB,6/25/2020,5.57143,
Cuba,CUB,6/26/2020,3.71429,
Cuba,CUB,6/27/2020,2.85714,
Cuba,CUB,6/28/2020,3,
Cuba,CUB,6/29/2020,2.85714,
Cuba,CUB,6/30/2020,3.57143,
Cuba,CUB,7/1/2020,3.28571,
Cuba,CUB,7/2/2020,4.14286,
Cuba,CUB,7/3/2020,4.57143,
Cuba,CUB,7/4/2020,5.14286,
Cuba,CUB,7/5/2020,5.57143,
Cuba,CUB,7/6/2020,5.71429,
Cuba,CUB,7/7/2020,5.71429,
Cuba,CUB,7/8/2020,7.71429,
Cuba,CUB,7/9/2020,7.28571,
Cuba,CUB,7/10/2020,7.14286,
Cuba,CUB,7/11/2020,7.42857,
Cuba,CUB,7/12/2020,7.28571,
Cuba,CUB,7/13/2020,7.71429,
Cuba,CUB,7/14/2020,6.85714,
Cuba,CUB,7/15/2020,5.28571,
Cuba,CUB,7/16/2020,5.57143,
Cuba,CUB,7/17/2020,5.28571,
Cuba,CUB,7/18/2020,4.42857,
Cuba,CUB,7/19/2020,3.57143,
Cuba,CUB,7/20/2020,2.85714,
Cuba,CUB,7/21/2020,2.57143,
Cuba,CUB,7/22/2020,2.42857,
Cuba,CUB,7/23/2020,3.42857,
Cuba,CUB,7/24/2020,3.71429,
Cuba,CUB,7/25/2020,3.57143,
Cuba,CUB,7/26/2020,4.71429,
Cuba,CUB,7/27/2020,7,
Cuba,CUB,7/28/2020,12.28571,
Cuba,CUB,7/29/2020,15.14286,
Cuba,CUB,7/30/2020,18,
Cuba,CUB,7/31/2020,18.71429,
Cuba,CUB,8/1/2020,19.85714,
Cuba,CUB,8/2/2020,22.14286,
Cuba,CUB,8/3/2020,21.57143,
Cuba,CUB,8/4/2020,19.71429,
Cuba,CUB,8/5/2020,20.85714,
Cuba,CUB,8/6/2020,19.71429,
Cuba,CUB,8/7/2020,25.42857,
Cuba,CUB,8/8/2020,31.57143,
Cuba,CUB,8/9/2020,36.42857,
Cuba,CUB,8/10/2020,43.85714,
Cuba,CUB,8/11/2020,53.71429,
Cuba,CUB,8/12/2020,56,
Cuba,CUB,8/13/2020,57.42857,
Cuba,CUB,8/14/2020,57,
Cuba,CUB,8/15/2020,57.14286,
Cuba,CUB,8/16/2020,57.71429,
Cuba,CUB,8/17/2020,51.85714,
Cuba,CUB,8/18/2020,45.42857,
Cuba,CUB,8/19/2020,45,
Cuba,CUB,8/20/2020,50.57143,
Cuba,CUB,8/21/2020,55.85714,
Cuba,CUB,8/22/2020,50.42857,
Cuba,CUB,8/23/2020,46.42857,
Cuba,CUB,8/24/2020,52.28571,
Cuba,CUB,8/25/2020,50.42857,
Cuba,CUB,8/26/2020,48,
Cuba,CUB,8/27/2020,39.57143,
Cuba,CUB,8/28/2020,34.42857,
Cuba,CUB,8/29/2020,40.57143,
Cuba,CUB,8/30/2020,44,
Cuba,CUB,8/31/2020,41.57143,
Cuba,CUB,9/1/2020,45,
Cuba,CUB,9/2/2020,45.85714,
Cuba,CUB,9/3/2020,52.42857,
Cuba,CUB,9/4/2020,58.28571,
Cuba,CUB,9/5/2020,57.14286,
Cuba,CUB,9/6/2020,53.28571,
Cuba,CUB,9/7/2020,48,
Cuba,CUB,9/8/2020,45.71429,
Cuba,CUB,9/9/2020,44.57143,
Cuba,CUB,9/10/2020,47.57143,
Cuba,CUB,9/11/2020,48.14286,
Cuba,CUB,9/12/2020,46.71429,
Cuba,CUB,9/13/2020,50.71429,
Cuba,CUB,9/14/2020,53.57143,
Cuba,CUB,9/15/2020,53.42857,
Cuba,CUB,9/16/2020,60.85714,
Cuba,CUB,9/17/2020,59.57143,
Cuba,CUB,9/18/2020,54.57143,
Cuba,CUB,9/19/2020,58.71429,
Cuba,CUB,9/20/2020,57.42857,
Cuba,CUB,9/21/2020,58.14286,
Cuba,CUB,9/22/2020,59.28571,
Cuba,CUB,9/23/2020,59.85714,
Cuba,CUB,9/24/2020,56.28571,
Cuba,CUB,9/25/2020,53.85714,
Cuba,CUB,9/26/2020,49.42857,
Cuba,CUB,9/27/2020,51,
Cuba,CUB,9/28/2020,52.28571,
Cuba,CUB,9/29/2020,48.85714,
Cuba,CUB,9/30/2020,44.14286,
Cuba,CUB,10/1/2020,46.71429,
Cuba,CUB,10/2/2020,51.42857,
Cuba,CUB,10/3/2020,52.57143,
Cuba,CUB,10/4/2020,52.57143,
Cuba,CUB,10/5/2020,50.28571,
Cuba,CUB,10/6/2020,51.71429,
Cuba,CUB,10/7/2020,50.28571,
Cuba,CUB,10/8/2020,43,
